generation=0, runtime=5.80s, best_objective=1455571.107500, note=start
generation=56, runtime=2743.94s, best_objective=1454827.872800, note=checkpoint
generation=57, runtime=2748.24s, best_objective=1454827.872800, note=checkpoint
generation=58, runtime=2753.19s, best_objective=1454827.872800, note=checkpoint
generation=59, runtime=2756.55s, best_objective=1454827.872800, note=checkpoint
generation=60, runtime=2760.13s, best_objective=1454827.872800, note=checkpoint
generation=61, runtime=2764.70s, best_objective=1454827.872800, note=checkpoint
generation=62, runtime=2769.85s, best_objective=1454827.872800, note=checkpoint
generation=63, runtime=2777.59s, best_objective=1454827.872800, note=checkpoint
generation=64, runtime=2800.41s, best_objective=1454827.872800, note=checkpoint
generation=65, runtime=2816.86s, best_objective=1454827.872800, note=checkpoint
generation=66, runtime=2826.46s, best_objective=1454827.872800, note=checkpoint
generation=67, runtime=2831.94s, best_objective=1454827.872800, note=checkpoint
generation=68, runtime=2839.36s, best_objective=1454827.872800, note=checkpoint
generation=69, runtime=2846.60s, best_objective=1454827.872800, note=checkpoint
generation=70, runtime=2853.03s, best_objective=1454827.872800, note=checkpoint
generation=71, runtime=2861.09s, best_objective=1454827.872800, note=checkpoint
generation=72, runtime=2867.93s, best_objective=1454827.872800, note=checkpoint
generation=73, runtime=2874.43s, best_objective=1454827.872800, note=checkpoint
generation=74, runtime=2882.53s, best_objective=1454827.872800, note=checkpoint
generation=75, runtime=2889.32s, best_objective=1454827.872800, note=checkpoint
generation=76, runtime=2895.89s, best_objective=1454827.872800, note=checkpoint
generation=77, runtime=2902.78s, best_objective=1454827.872800, note=checkpoint
generation=78, runtime=2910.80s, best_objective=1454827.872800, note=checkpoint
generation=79, runtime=2919.17s, best_objective=1454827.872800, note=checkpoint
generation=80, runtime=2927.82s, best_objective=1454827.872800, note=checkpoint
generation=81, runtime=2935.48s, best_objective=1454827.872800, note=checkpoint
generation=82, runtime=2944.62s, best_objective=1454827.872800, note=checkpoint
generation=83, runtime=2952.07s, best_objective=1454827.872800, note=checkpoint
generation=84, runtime=2959.31s, best_objective=1454827.872800, note=checkpoint
generation=85, runtime=2965.91s, best_objective=1454827.872800, note=checkpoint
generation=86, runtime=2972.40s, best_objective=1454827.872800, note=checkpoint
generation=87, runtime=2978.88s, best_objective=1454827.872800, note=checkpoint
generation=88, runtime=2985.66s, best_objective=1454827.872800, note=checkpoint
generation=89, runtime=2992.71s, best_objective=1454827.872800, note=checkpoint
generation=90, runtime=2998.99s, best_objective=1454827.872800, note=checkpoint
generation=91, runtime=3005.80s, best_objective=1454827.872800, note=checkpoint
generation=92, runtime=3012.25s, best_objective=1454827.872800, note=checkpoint
generation=93, runtime=3019.05s, best_objective=1454827.872800, note=checkpoint
generation=94, runtime=3025.44s, best_objective=1454827.872800, note=checkpoint
generation=95, runtime=3031.72s, best_objective=1454827.872800, note=checkpoint
generation=96, runtime=3038.28s, best_objective=1454827.872800, note=checkpoint
generation=97, runtime=3044.97s, best_objective=1454827.872800, note=checkpoint
generation=98, runtime=3052.18s, best_objective=1454827.872800, note=checkpoint
generation=99, runtime=3059.06s, best_objective=1454827.872800, note=checkpoint
generation=100, runtime=3079.93s, best_objective=1454827.872800, note=elitism 1/3
generation=100, runtime=3093.40s, best_objective=1454827.872800, note=elitism 2/3
generation=100, runtime=3107.56s, best_objective=1454827.872800, note=elitism 3/3
generation=100, runtime=3107.56s, best_objective=1454827.872800, note=checkpoint
generation=101, runtime=3114.74s, best_objective=1454827.872800, note=checkpoint
generation=102, runtime=3122.55s, best_objective=1454827.872800, note=checkpoint
generation=103, runtime=3130.01s, best_objective=1454827.872800, note=checkpoint
generation=104, runtime=3137.50s, best_objective=1454827.872800, note=checkpoint
generation=105, runtime=3144.98s, best_objective=1454827.872800, note=checkpoint
generation=106, runtime=3152.42s, best_objective=1454827.872800, note=checkpoint
generation=107, runtime=3160.31s, best_objective=1454827.872800, note=checkpoint
generation=108, runtime=3167.63s, best_objective=1454827.872800, note=checkpoint
generation=109, runtime=3174.79s, best_objective=1454827.872800, note=checkpoint
generation=110, runtime=3182.33s, best_objective=1454827.872800, note=checkpoint
generation=111, runtime=3189.56s, best_objective=1454827.872800, note=checkpoint
generation=112, runtime=3196.08s, best_objective=1454827.872800, note=checkpoint
generation=113, runtime=3202.54s, best_objective=1454827.872800, note=checkpoint
generation=114, runtime=3209.40s, best_objective=1454827.872800, note=checkpoint
generation=115, runtime=3216.10s, best_objective=1454827.872800, note=checkpoint
generation=116, runtime=3222.66s, best_objective=1454827.872800, note=checkpoint
generation=117, runtime=3229.54s, best_objective=1454827.872800, note=checkpoint
generation=118, runtime=3235.93s, best_objective=1454827.872800, note=checkpoint
generation=119, runtime=3242.53s, best_objective=1454827.872800, note=checkpoint
generation=120, runtime=3248.98s, best_objective=1454827.872800, note=checkpoint
generation=121, runtime=3255.71s, best_objective=1454827.872800, note=checkpoint
generation=122, runtime=3262.38s, best_objective=1454827.872800, note=checkpoint
generation=123, runtime=3269.01s, best_objective=1454827.872800, note=checkpoint
generation=124, runtime=3275.65s, best_objective=1454827.872800, note=checkpoint
generation=125, runtime=3282.36s, best_objective=1454827.872800, note=checkpoint
generation=126, runtime=3288.88s, best_objective=1454827.872800, note=checkpoint
generation=127, runtime=3295.90s, best_objective=1454827.872800, note=checkpoint
generation=128, runtime=3302.56s, best_objective=1454827.872800, note=checkpoint
generation=129, runtime=3309.20s, best_objective=1454827.872800, note=checkpoint
generation=130, runtime=3315.63s, best_objective=1454827.872800, note=checkpoint
generation=131, runtime=3322.12s, best_objective=1454827.872800, note=checkpoint
generation=132, runtime=3328.89s, best_objective=1454827.872800, note=checkpoint
generation=133, runtime=3336.10s, best_objective=1454827.872800, note=checkpoint
generation=134, runtime=3344.17s, best_objective=1454827.872800, note=checkpoint
generation=135, runtime=3350.82s, best_objective=1454827.872800, note=checkpoint
generation=136, runtime=3357.36s, best_objective=1454827.872800, note=checkpoint
generation=137, runtime=3363.91s, best_objective=1454827.872800, note=checkpoint
generation=138, runtime=3370.72s, best_objective=1454827.872800, note=checkpoint
generation=139, runtime=3377.52s, best_objective=1454827.872800, note=checkpoint
generation=140, runtime=3384.00s, best_objective=1454827.872800, note=checkpoint
generation=141, runtime=3391.07s, best_objective=1454827.872800, note=checkpoint
generation=142, runtime=3397.42s, best_objective=1454827.872800, note=checkpoint
generation=143, runtime=3404.19s, best_objective=1454827.872800, note=checkpoint
generation=144, runtime=3410.76s, best_objective=1454827.872800, note=checkpoint
generation=145, runtime=3417.31s, best_objective=1454827.872800, note=checkpoint
generation=146, runtime=3438.28s, best_objective=1454827.872800, note=checkpoint
generation=147, runtime=3450.29s, best_objective=1454827.872800, note=checkpoint
generation=148, runtime=3459.04s, best_objective=1454827.872800, note=checkpoint
generation=149, runtime=3466.56s, best_objective=1454827.872800, note=checkpoint
generation=150, runtime=3473.57s, best_objective=1454827.872800, note=elitism 1/3
generation=150, runtime=3473.58s, best_objective=1454827.872800, note=elitism 2/3
generation=150, runtime=3473.60s, best_objective=1454827.872800, note=elitism 3/3
generation=150, runtime=3473.61s, best_objective=1454827.872800, note=checkpoint
generation=151, runtime=3480.48s, best_objective=1454827.872800, note=checkpoint
generation=152, runtime=3487.54s, best_objective=1454827.872800, note=checkpoint
generation=153, runtime=3496.71s, best_objective=1454827.872800, note=checkpoint
generation=154, runtime=3504.21s, best_objective=1454827.872800, note=checkpoint
generation=155, runtime=3511.48s, best_objective=1454827.872800, note=checkpoint
generation=156, runtime=3519.14s, best_objective=1454827.872800, note=checkpoint
generation=157, runtime=3526.59s, best_objective=1454827.872800, note=checkpoint
generation=158, runtime=3533.52s, best_objective=1454827.872800, note=checkpoint
generation=159, runtime=3541.14s, best_objective=1454827.872800, note=checkpoint
generation=160, runtime=3547.98s, best_objective=1454827.872800, note=checkpoint
generation=161, runtime=3555.65s, best_objective=1454827.872800, note=checkpoint
generation=162, runtime=3563.85s, best_objective=1454827.872800, note=checkpoint
generation=163, runtime=3571.23s, best_objective=1454827.872800, note=checkpoint
generation=164, runtime=3578.51s, best_objective=1454827.872800, note=checkpoint
generation=165, runtime=3585.78s, best_objective=1454827.872800, note=checkpoint
generation=166, runtime=3593.24s, best_objective=1454827.872800, note=checkpoint
generation=167, runtime=3601.08s, best_objective=1454827.872800, note=checkpoint
generation=168, runtime=3607.80s, best_objective=1454827.872800, note=checkpoint
generation=169, runtime=3615.93s, best_objective=1454827.872800, note=checkpoint
generation=170, runtime=3623.51s, best_objective=1454827.872800, note=checkpoint
generation=171, runtime=3630.88s, best_objective=1454827.872800, note=checkpoint
generation=172, runtime=3639.36s, best_objective=1454827.872800, note=checkpoint
generation=173, runtime=3648.06s, best_objective=1454827.872800, note=checkpoint
generation=174, runtime=3655.86s, best_objective=1454827.872800, note=checkpoint
generation=175, runtime=3663.34s, best_objective=1454827.872800, note=checkpoint
generation=176, runtime=3671.09s, best_objective=1454827.872800, note=checkpoint
generation=177, runtime=3679.36s, best_objective=1454827.872800, note=checkpoint
generation=178, runtime=3687.59s, best_objective=1454827.872800, note=checkpoint
generation=179, runtime=3694.89s, best_objective=1454827.872800, note=checkpoint
generation=180, runtime=3702.50s, best_objective=1454827.872800, note=checkpoint
generation=181, runtime=3709.92s, best_objective=1454827.872800, note=checkpoint
generation=182, runtime=3717.33s, best_objective=1454827.872800, note=checkpoint
generation=183, runtime=3724.33s, best_objective=1454827.872800, note=checkpoint
generation=184, runtime=3731.50s, best_objective=1454827.872800, note=checkpoint
generation=185, runtime=3738.78s, best_objective=1454827.872800, note=checkpoint
generation=186, runtime=3745.56s, best_objective=1454827.872800, note=checkpoint
generation=187, runtime=3753.00s, best_objective=1454827.872800, note=checkpoint
generation=188, runtime=3761.45s, best_objective=1454827.872800, note=checkpoint
generation=189, runtime=3769.35s, best_objective=1454827.872800, note=checkpoint
generation=190, runtime=3777.12s, best_objective=1454827.872800, note=checkpoint
generation=191, runtime=3784.21s, best_objective=1454827.872800, note=checkpoint
generation=192, runtime=3791.13s, best_objective=1454827.872800, note=checkpoint
generation=193, runtime=3798.92s, best_objective=1454827.872800, note=checkpoint
generation=194, runtime=3806.16s, best_objective=1454827.872800, note=checkpoint
generation=195, runtime=3814.35s, best_objective=1454827.872800, note=checkpoint
generation=196, runtime=3821.64s, best_objective=1454827.872800, note=checkpoint
generation=197, runtime=3829.24s, best_objective=1454827.872800, note=checkpoint
generation=198, runtime=3836.93s, best_objective=1454827.872800, note=checkpoint
generation=199, runtime=3843.78s, best_objective=1454827.872800, note=checkpoint
generation=200, runtime=3851.00s, best_objective=1454827.872800, note=elitism 1/3
generation=200, runtime=3851.01s, best_objective=1454827.872800, note=elitism 2/3
generation=200, runtime=3851.03s, best_objective=1454827.872800, note=elitism 3/3
generation=200, runtime=3851.03s, best_objective=1454827.872800, note=checkpoint
generation=201, runtime=3858.66s, best_objective=1454827.872800, note=checkpoint
generation=202, runtime=3865.66s, best_objective=1454827.872800, note=checkpoint
generation=203, runtime=3873.83s, best_objective=1454827.872800, note=checkpoint
generation=204, runtime=3893.95s, best_objective=1454827.872800, note=checkpoint
generation=205, runtime=3902.38s, best_objective=1454827.872800, note=checkpoint
generation=206, runtime=3911.41s, best_objective=1454827.872800, note=checkpoint
generation=207, runtime=3917.81s, best_objective=1454827.872800, note=checkpoint
generation=208, runtime=3924.62s, best_objective=1454827.872800, note=checkpoint
generation=209, runtime=3931.26s, best_objective=1454827.872800, note=checkpoint
generation=210, runtime=3938.29s, best_objective=1454827.872800, note=checkpoint
generation=211, runtime=3945.50s, best_objective=1454827.872800, note=checkpoint
generation=212, runtime=3952.18s, best_objective=1454827.872800, note=checkpoint
generation=213, runtime=3958.70s, best_objective=1454827.872800, note=checkpoint
generation=214, runtime=3965.44s, best_objective=1454827.872800, note=checkpoint
generation=215, runtime=3972.18s, best_objective=1454827.872800, note=checkpoint
generation=216, runtime=3980.34s, best_objective=1454827.872800, note=checkpoint
generation=217, runtime=3986.90s, best_objective=1454827.872800, note=checkpoint
generation=218, runtime=3993.24s, best_objective=1454827.872800, note=checkpoint
generation=219, runtime=4000.05s, best_objective=1454827.872800, note=checkpoint
generation=220, runtime=4007.14s, best_objective=1454827.872800, note=checkpoint
generation=221, runtime=4013.50s, best_objective=1454827.872800, note=checkpoint
generation=222, runtime=4019.85s, best_objective=1454827.872800, note=checkpoint
generation=223, runtime=4026.20s, best_objective=1454827.872800, note=checkpoint
generation=224, runtime=4033.09s, best_objective=1454827.872800, note=checkpoint
generation=225, runtime=4039.45s, best_objective=1454827.872800, note=checkpoint
generation=226, runtime=4046.54s, best_objective=1454827.872800, note=checkpoint
generation=227, runtime=4053.12s, best_objective=1454827.872800, note=checkpoint
generation=228, runtime=4060.11s, best_objective=1454827.872800, note=checkpoint
generation=229, runtime=4068.05s, best_objective=1454827.872800, note=checkpoint
generation=230, runtime=4075.54s, best_objective=1454827.872800, note=checkpoint
generation=231, runtime=4082.50s, best_objective=1454827.872800, note=checkpoint
generation=232, runtime=4089.01s, best_objective=1454827.872800, note=checkpoint
generation=233, runtime=4095.98s, best_objective=1454827.872800, note=checkpoint
generation=234, runtime=4103.03s, best_objective=1454827.872800, note=checkpoint
generation=235, runtime=4109.50s, best_objective=1454827.872800, note=checkpoint
generation=236, runtime=4115.94s, best_objective=1454827.872800, note=checkpoint
generation=237, runtime=4122.59s, best_objective=1454827.872800, note=checkpoint
generation=238, runtime=4130.13s, best_objective=1454827.872800, note=checkpoint
generation=239, runtime=4136.98s, best_objective=1454827.872800, note=checkpoint
generation=240, runtime=4143.60s, best_objective=1454827.872800, note=checkpoint
generation=241, runtime=4151.26s, best_objective=1454827.872800, note=checkpoint
generation=242, runtime=4157.94s, best_objective=1454827.872800, note=checkpoint
generation=243, runtime=4164.48s, best_objective=1454827.872800, note=checkpoint
generation=244, runtime=4171.16s, best_objective=1454827.872800, note=checkpoint
generation=245, runtime=4178.09s, best_objective=1454827.872800, note=checkpoint
generation=246, runtime=4184.48s, best_objective=1454827.872800, note=checkpoint
generation=247, runtime=4191.88s, best_objective=1454827.872800, note=checkpoint
generation=248, runtime=4199.52s, best_objective=1454827.872800, note=checkpoint
generation=249, runtime=4206.31s, best_objective=1454827.872800, note=checkpoint
generation=250, runtime=4212.83s, best_objective=1454827.872800, note=elitism 1/3
generation=250, runtime=4212.84s, best_objective=1454827.872800, note=elitism 2/3
generation=250, runtime=4212.86s, best_objective=1454827.872800, note=elitism 3/3
generation=250, runtime=4212.86s, best_objective=1454827.872800, note=checkpoint
generation=251, runtime=4219.86s, best_objective=1454827.872800, note=checkpoint
generation=252, runtime=4226.60s, best_objective=1454827.872800, note=checkpoint
generation=253, runtime=4233.10s, best_objective=1454827.872800, note=checkpoint
generation=254, runtime=4241.31s, best_objective=1454827.872800, note=checkpoint
generation=255, runtime=4248.86s, best_objective=1454827.872800, note=checkpoint
generation=256, runtime=4255.53s, best_objective=1454827.872800, note=checkpoint
generation=257, runtime=4262.29s, best_objective=1454827.872800, note=checkpoint
generation=258, runtime=4269.29s, best_objective=1454827.872800, note=checkpoint
generation=259, runtime=4275.77s, best_objective=1454827.872800, note=checkpoint
generation=260, runtime=4282.33s, best_objective=1454827.872800, note=checkpoint
generation=261, runtime=4288.81s, best_objective=1454827.872800, note=checkpoint
generation=262, runtime=4295.84s, best_objective=1454827.872800, note=checkpoint
generation=263, runtime=4302.78s, best_objective=1454827.872800, note=checkpoint
generation=264, runtime=4309.70s, best_objective=1454827.872800, note=checkpoint
generation=265, runtime=4316.93s, best_objective=1454827.872800, note=checkpoint
generation=266, runtime=4323.64s, best_objective=1454827.872800, note=checkpoint
generation=267, runtime=4330.51s, best_objective=1454827.872800, note=checkpoint
generation=268, runtime=4337.31s, best_objective=1454827.872800, note=checkpoint
generation=269, runtime=4343.88s, best_objective=1454827.872800, note=checkpoint
generation=270, runtime=4350.78s, best_objective=1454827.872800, note=checkpoint
generation=271, runtime=4357.41s, best_objective=1454827.872800, note=checkpoint
generation=272, runtime=4363.86s, best_objective=1454827.872800, note=checkpoint
generation=273, runtime=4371.16s, best_objective=1454827.872800, note=checkpoint
generation=274, runtime=4377.64s, best_objective=1454827.872800, note=checkpoint
generation=275, runtime=4383.99s, best_objective=1454827.872800, note=checkpoint
generation=276, runtime=4390.94s, best_objective=1454827.872800, note=checkpoint
generation=277, runtime=4397.55s, best_objective=1454827.872800, note=checkpoint
generation=278, runtime=4404.12s, best_objective=1454827.872800, note=checkpoint
generation=279, runtime=4411.03s, best_objective=1454827.872800, note=checkpoint
generation=280, runtime=4417.99s, best_objective=1454827.872800, note=checkpoint
generation=281, runtime=4424.31s, best_objective=1454827.872800, note=checkpoint
generation=282, runtime=4431.50s, best_objective=1454827.872800, note=checkpoint
generation=283, runtime=4437.87s, best_objective=1454827.872800, note=checkpoint
generation=284, runtime=4444.26s, best_objective=1454827.872800, note=checkpoint
generation=285, runtime=4451.41s, best_objective=1454827.872800, note=checkpoint
generation=286, runtime=4458.92s, best_objective=1454827.872800, note=checkpoint
generation=287, runtime=4465.49s, best_objective=1454827.872800, note=checkpoint
generation=288, runtime=4472.46s, best_objective=1454827.872800, note=checkpoint
generation=289, runtime=4479.43s, best_objective=1454827.872800, note=checkpoint
generation=290, runtime=4490.66s, best_objective=1454827.872800, note=checkpoint
generation=291, runtime=4507.07s, best_objective=1454827.872800, note=checkpoint
generation=292, runtime=4520.77s, best_objective=1454827.872800, note=checkpoint
generation=293, runtime=4528.57s, best_objective=1454827.872800, note=checkpoint
generation=294, runtime=4535.85s, best_objective=1454827.872800, note=checkpoint
generation=295, runtime=4543.72s, best_objective=1454827.872800, note=checkpoint
generation=296, runtime=4551.27s, best_objective=1454827.872800, note=checkpoint
generation=297, runtime=4562.17s, best_objective=1454827.872800, note=checkpoint
generation=298, runtime=4578.48s, best_objective=1454827.872800, note=checkpoint
generation=299, runtime=4589.64s, best_objective=1454827.872800, note=checkpoint
generation=300, runtime=4597.21s, best_objective=1454827.872800, note=elitism 1/3
generation=300, runtime=4597.22s, best_objective=1454827.872800, note=elitism 2/3
generation=300, runtime=4597.23s, best_objective=1454827.872800, note=elitism 3/3
generation=300, runtime=4597.25s, best_objective=1454827.872800, note=checkpoint
generation=301, runtime=4605.28s, best_objective=1454827.872800, note=checkpoint
generation=302, runtime=4613.03s, best_objective=1454827.872800, note=checkpoint
generation=303, runtime=4619.83s, best_objective=1454827.872800, note=checkpoint
generation=304, runtime=4626.86s, best_objective=1454827.872800, note=checkpoint
generation=305, runtime=4634.45s, best_objective=1454827.872800, note=checkpoint
generation=306, runtime=4641.55s, best_objective=1454827.872800, note=checkpoint
generation=307, runtime=4649.94s, best_objective=1454827.872800, note=checkpoint
generation=308, runtime=4657.04s, best_objective=1454827.872800, note=checkpoint
generation=309, runtime=4664.40s, best_objective=1454827.872800, note=checkpoint
generation=310, runtime=4672.49s, best_objective=1454827.872800, note=checkpoint
generation=311, runtime=4679.69s, best_objective=1454827.872800, note=checkpoint
generation=312, runtime=4688.19s, best_objective=1454827.872800, note=checkpoint
generation=313, runtime=4695.25s, best_objective=1454827.872800, note=checkpoint
generation=314, runtime=4704.82s, best_objective=1454827.872800, note=checkpoint
generation=315, runtime=4715.54s, best_objective=1454827.872800, note=checkpoint
generation=316, runtime=4725.97s, best_objective=1454827.872800, note=checkpoint
generation=317, runtime=4736.17s, best_objective=1454827.872800, note=checkpoint
generation=318, runtime=4745.75s, best_objective=1454827.872800, note=checkpoint
generation=319, runtime=4755.43s, best_objective=1454827.872800, note=checkpoint
generation=320, runtime=4762.84s, best_objective=1454827.872800, note=checkpoint
generation=321, runtime=4770.33s, best_objective=1454827.872800, note=checkpoint
generation=322, runtime=4778.13s, best_objective=1454827.872800, note=checkpoint
generation=323, runtime=4786.06s, best_objective=1454827.872800, note=checkpoint
generation=324, runtime=4793.93s, best_objective=1454827.872800, note=checkpoint
generation=325, runtime=4800.98s, best_objective=1454827.872800, note=checkpoint
generation=326, runtime=4808.94s, best_objective=1454827.872800, note=checkpoint
generation=327, runtime=4816.12s, best_objective=1454827.872800, note=checkpoint
generation=328, runtime=4823.37s, best_objective=1454827.872800, note=checkpoint
generation=329, runtime=4831.84s, best_objective=1454827.872800, note=checkpoint
generation=330, runtime=4840.35s, best_objective=1454827.872800, note=checkpoint
generation=331, runtime=4848.85s, best_objective=1454827.872800, note=checkpoint
generation=332, runtime=4859.79s, best_objective=1454827.872800, note=checkpoint
generation=333, runtime=4872.04s, best_objective=1454827.872800, note=checkpoint
generation=334, runtime=4881.78s, best_objective=1454827.872800, note=checkpoint
generation=335, runtime=4890.98s, best_objective=1454827.872800, note=checkpoint
generation=336, runtime=4899.97s, best_objective=1454827.872800, note=checkpoint
generation=337, runtime=4908.94s, best_objective=1454827.872800, note=checkpoint
generation=338, runtime=4916.32s, best_objective=1454827.872800, note=checkpoint
generation=339, runtime=4925.33s, best_objective=1454827.872800, note=checkpoint
generation=340, runtime=4933.33s, best_objective=1454827.872800, note=checkpoint
generation=341, runtime=4942.24s, best_objective=1454827.872800, note=checkpoint
generation=342, runtime=4951.74s, best_objective=1454827.872800, note=checkpoint
generation=343, runtime=4960.47s, best_objective=1454827.872800, note=checkpoint
generation=344, runtime=4969.64s, best_objective=1454827.872800, note=checkpoint
generation=345, runtime=4978.37s, best_objective=1454827.872800, note=checkpoint
generation=346, runtime=4985.86s, best_objective=1454827.872800, note=checkpoint
generation=347, runtime=4993.64s, best_objective=1454827.872800, note=checkpoint
generation=348, runtime=5007.70s, best_objective=1454827.872800, note=checkpoint
generation=349, runtime=5030.08s, best_objective=1454827.872800, note=checkpoint
generation=350, runtime=5040.31s, best_objective=1454827.872800, note=elitism 1/3
generation=350, runtime=5040.33s, best_objective=1454827.872800, note=elitism 2/3
generation=350, runtime=5040.34s, best_objective=1454827.872800, note=elitism 3/3
generation=350, runtime=5040.35s, best_objective=1454827.872800, note=checkpoint
generation=351, runtime=5047.20s, best_objective=1454827.872800, note=checkpoint
generation=352, runtime=5053.62s, best_objective=1454827.872800, note=checkpoint
generation=353, runtime=5060.57s, best_objective=1454827.872800, note=checkpoint
generation=354, runtime=5067.50s, best_objective=1454827.872800, note=checkpoint
generation=355, runtime=5074.00s, best_objective=1454827.872800, note=checkpoint
generation=356, runtime=5080.44s, best_objective=1454827.872800, note=checkpoint
generation=357, runtime=5086.87s, best_objective=1454827.872800, note=checkpoint
generation=358, runtime=5093.60s, best_objective=1454827.872800, note=checkpoint
generation=359, runtime=5100.50s, best_objective=1454827.872800, note=checkpoint
generation=360, runtime=5107.40s, best_objective=1454827.872800, note=checkpoint
generation=361, runtime=5113.86s, best_objective=1454827.872800, note=checkpoint
generation=362, runtime=5120.30s, best_objective=1454827.872800, note=checkpoint
generation=363, runtime=5126.97s, best_objective=1454827.872800, note=checkpoint
generation=364, runtime=5134.56s, best_objective=1454827.872800, note=checkpoint
generation=365, runtime=5142.40s, best_objective=1454827.872800, note=checkpoint
generation=366, runtime=5150.22s, best_objective=1454827.872800, note=checkpoint
generation=367, runtime=5156.65s, best_objective=1454827.872800, note=checkpoint
generation=368, runtime=5163.65s, best_objective=1454827.872800, note=checkpoint
generation=369, runtime=5170.64s, best_objective=1454827.872800, note=checkpoint
generation=370, runtime=5177.77s, best_objective=1454827.872800, note=checkpoint
generation=371, runtime=5184.24s, best_objective=1454827.872800, note=checkpoint
generation=372, runtime=5190.91s, best_objective=1454827.872800, note=checkpoint
generation=373, runtime=5198.24s, best_objective=1454827.872800, note=checkpoint
generation=374, runtime=5206.09s, best_objective=1454827.872800, note=checkpoint
generation=375, runtime=5213.28s, best_objective=1454827.872800, note=checkpoint
generation=376, runtime=5219.73s, best_objective=1454827.872800, note=checkpoint
generation=377, runtime=5226.51s, best_objective=1454827.872800, note=checkpoint
